기존,축약
"수도, 하수 및 폐기물 처리, 원료 재생업",하수·폐기물 처리
도매 및 소매업,도매·소매
운수 및 창고업,운수·창고
숙박 및 음식점업,숙박·음식점
정보통신업,정보통신
금융 및 보험업,금융·보험
부동산업,부동산
"전문, 과학 및 기술 서비스업",전문·과학·기술
"사업시설관리, 사업지원 및 임대 서비스업",사업시설관리·사업지원·임대
교육 서비스업,교육
보건업 및 사회복지 서비스업,보건·복지
"예술, 스포츠 및 여가관련 서비스업",예술·스포츠·여가
"협회 및 단체, 수리 및 기타 개인 서비스업",협회·수리·개인
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
